0.8185833,0.355664,0.0
0.5715917,0.52801996,0.0
0.34898734,0.42802534,0.0
0.3599,0.33441535,0.0
0.307468,0.42527065,0.0
0.38045898,0.40350667,0.0
0.31250432,0.37331066,0.0
0.220311,0.482499,0.0
0.19717968,0.94517136,0.0
0.57815695,0.5238197,0.0
0.39361134,0.4332013,0.0
0.312735,0.50297636,0.0
0.265559,0.2727637,0.0
0.30475235,0.4037467,0.0
0.5112687,0.49773765,0.0
0.39491567,0.553778,0.0
0.24406832,0.6505887,0.0
0.33756137,0.49140897,0.0
0.4954603,0.117477335,0.0
0.41226733,0.4285083,0.0
0.8890707,0.47790965,0.0
0.29370266,0.44958666,0.0
0.93155795,0.514973,0.0
0.8783324,0.116280325,0.0
0.20177501,0.31356567,0.0
0.12779133,0.29392335,0.0
0.351956,0.58043736,0.0
0.58601,0.989346,0.0
0.38638234,0.40177432,0.0
0.26581368,0.425347,0.0
0.43303564,0.28752965,0.0
0.16746001,0.8338737,0.0
0.345438,0.357065,0.0
0.6427493,0.597727,0.0
0.8626273,0.602508,0.0
0.196464,0.32325366,0.0
0.335355,0.38607034,0.0
0.31043866,0.64201564,0.0
0.621666,0.43855932,0.0
0.25186467,0.49560562,0.0
0.6944737,0.52890164,0.0
0.40885934,0.6976697,0.0
0.68787265,0.52516866,0.0
0.8858447,0.269807,0.0
0.43459597,0.48393533,0.0
0.427827,0.41270766,0.0
0.6242953,0.5002713,0.0
0.41859433,0.52651197,0.0
0.50799567,0.44002903,0.0
0.13142833,0.723255,0.0
0.621164,0.41864967,0.0
0.96664566,0.296802,0.0
0.29095367,0.4165403,0.0
0.6537877,0.85327005,0.0
0.5314943,0.44134533,0.0
0.3671,0.98129064,0.0
0.23112601,0.7147253,0.0
0.64873165,0.55416864,0.0
0.19186799,0.48899165,0.0
0.278644,0.28274664,0.0
0.36619666,0.41365167,0.0
0.20974499,0.54508406,0.0
0.5989237,0.37516466,0.0
0.837462,0.55092937,0.0
0.5172413,0.42342734,0.0
0.46763,0.55086,0.0
0.27246967,0.399349,0.0
0.3082817,0.389537,0.0
0.45348334,0.6563143,0.0
0.27113533,0.41494533,0.0
0.626916,0.48991165,0.0
0.19485867,0.76503736,0.0
0.3754817,0.3206973,0.0
0.320007,0.41953468,0.0
0.64148766,0.5408046,0.0
0.3595883,0.34871665,0.0
0.48059598,0.591143,0.0
0.28083566,0.380249,0.0
0.30272034,0.42791566,0.0
0.34945965,0.42182198,0.0
0.44009766,0.11803066,0.0
0.36036566,0.48016402,0.0
0.25044665,0.43158433,0.0
0.7488683,0.17046802,0.0
0.44130898,0.67810565,0.0
0.786134,0.38005033,0.0
0.31802833,0.48223665,0.0
0.29676798,0.43127266,0.0
0.49174967,0.7250557,0.0
0.17111968,0.31733933,0.0
0.4101893,0.33317664,0.0
0.7947076,0.30446035,0.0
0.305661,0.079682834,0.0
0.3208593,0.398008,0.0
0.7940261,0.6956703,0.0
0.14030801,0.24250634,0.0
0.55771965,0.46362433,0.0
0.51744235,0.26689467,0.0
0.593232,0.46260265,0.0
0.27173266,0.59639233,0.0
0.8612137,0.53210634,0.0
0.6700483,0.6806204,0.0
0.7519037,0.32092234,0.0
0.19782098,0.651776,0.0
0.7123143,0.485328,0.0
0.324276,0.294916,0.0
0.7468877,0.14216267,0.0
0.42381465,0.27775398,0.0
0.578095,0.55219,0.0
0.26657033,0.405792,0.0
0.59870535,0.5386584,0.0
0.0100526,0.49823034,0.0
0.289262,0.376398,0.0
0.22520234,0.37352666,0.0
0.47989133,0.44589067,0.0
0.30458066,0.49150202,0.0
0.40998733,0.50262374,0.0
0.56691664,0.50041133,0.0
0.117002666,0.987019,0.0
0.25046203,0.42475566,0.0
0.576024,0.44531,0.0
0.6400476,0.45106065,0.0
0.60537934,0.9162677,0.0
0.28776833,0.465201,0.0
